sequence with 50 event types 
(120,623704,
<120 21 0.08,
160 46 0.15,
226 40 0.1,
314 2 0.22,
349 47 0.28,
391 28 0.17,
440 15 0.9,
476 47 0.48,
493 27 0.17,
562 35 0.28,
610 6 0.45,
669 14 0.88,
731 47 0.98,
737 2 0.27,
740 1 0.12,
801 2 0.29,
820 24 0.89,
862 19 0.81,
874 34 0.86,
947 45 0.92,
1026 25 0.08,
1051 28 0.11,
1090 10 0.8,
1107 47 0.99,
1195 28 0.01,
1231 36 0.57,
1263 46 0.72,
1276 19 0.87,
1308 0 0.12,
1380 1 0.77,
1457 17 0.46,
1531 35 0.31,
1617 16 1.0,
1625 3 0.41,
1625 46 0.51,
1674 34 0.61,
1741 23 0.92,
1812 7 0.07,
1820 14 0.91,
1900 47 0.99,
1964 2 0.02,
1995 44 0.71,
1995 33 0.52,
2061 21 0.72,
2089 22 0.83,
2111 7 0.24,
2157 32 0.65,
2233 42 0.81,
2271 35 0.36,
2309 9 0.33,
2354 47 0.24,
2429 2 0.27,
2510 13 0.05,
2592 25 0.87,
2599 17 0.82,
2659 32 0.2,
2700 2 0.91,
2762 33 0.63,
2781 6 0.69,
2782 16 0.1,
2824 47 0.24,
2870 46 0.37,
2892 21 0.77,
2966 25 0.92,
3020 38 0.46,
3032 45 0.23,
3086 5 0.33,
3093 39 0.57,
3164 21 0.61,
3190 47 0.37,
3276 28 0.46,
3287 6 0.5,
3300 48 0.64,
3339 46 0.71,
3420 30 0.17,
3492 31 0.19,
3496 38 0.4,
3584 28 0.65,
3618 36 0.96,
3623 8 0.37,
3627 2 0.97,
3656 42 0.26,
3660 33 0.43,
3672 20 0.61,
3759 14 0.3,
3834 37 0.56,
3843 42 0.88,
3868 7 0.05,
3942 3 0.31,
3969 28 0.11,
4037 27 0.71,
4107 13 0.96,
4117 10 0.2,
4135 49 0.03,
4192 36 0.62,
4227 49 0.57,
4307 5 0.66,
4327 35 0.27,
4379 38 0.6,
4441 39 0.52,
4469 47 0.45,
4546 1 0.63,
4602 17 0.62,
4618 43 0.23,
4657 1 0.13,
4665 8 0.78,
4727 10 0.17,
4769 32 0.09,
4793 2 0.36,
4803 29 0.24,
4826 11 0.04,
4909 7 0.27,
4920 0 0.39,
4927 42 0.6,
4973 31 0.75,
5042 31 0.65,
5052 48 0.8,
5077 21 0.38,
5121 39 0.52,
5166 37 0.96,
5194 10 0.16,
5275 4 0.82,
5331 43 0.98,
5341 34 0.16,
5348 20 0.96,
5361 22 0.18,
5385 27 0.05,
5417 49 0.37,
5446 6 0.39,
5504 44 0.81,
5548 37 0.96,
5624 46 0.59,
5693 22 0.68,
5732 31 0.54,
5799 43 0.06,
5853 45 0.76,
5865 47 0.16,
5948 34 0.52,
5949 7 0.15,
6037 13 0.51,
6105 34 0.02,
6155 21 0.03,
6187 20 0.12,
6252 28 0.24,
6304 49 0.57,
6304 7 0.99,
6375 8 0.12,
6395 18 0.78,
6425 35 0.86,
6507 39 0.5,
6512 24 0.1,
6577 34 0.26,
6640 28 0.11,
6649 42 0.79,
6717 47 0.47,
6765 32 0.32,
6822 5 0.66,
6885 22 0.48,
6891 13 0.48,
6963 46 0.12,
6969 13 0.2,
6975 17 0.06,
7026 45 0.47,
7105 23 0.92,
7164 21 0.84,
7166 44 0.9,
7186 5 0.27,
7239 25 0.43,
7248 32 0.99,
7272 31 0.23,
7343 16 0.23,
7344 14 0.42,
7411 8 0.27,
7462 42 0.59,
7503 35 0.7,
7580 35 0.21,
7640 0 0.56,
7660 1 0.61,
7733 17 0.48,
7788 0 1.0,
7831 18 0.85,
7863 34 0.67,
7874 42 0.62,
7881 1 0.22,
7941 33 0.13,
7968 14 0.55,
7977 10 0.16,
8059 26 0.23,
8085 31 0.25,
8101 2 0.8,
8117 1 0.31,
8130 25 0.65,
8146 43 0.94,
8212 7 0.73,
8229 45 0.62,
8297 0 0.14,
8298 24 0.18,
8376 47 0.87,
8426 38 0.05,
8464 35 0.02,
8502 4 0.81,
8555 24 0.76,
8595 46 0.9,
8667 41 0.51,
8690 27 0.82,
8718 47 0.58,
8721 5 0.83,
8778 27 0.3,
8846 31 0.66,
8879 23 0.37,
8932 23 0.48,
8937 44 0.03,
8979 39 0.29,
8988 4 0.04,
9037 46 0.87,
9075 24 0.38,
9100 41 0.49,
9158 33 0.59,
9200 23 0.59,
9214 39 0.24,
9283 43 0.3,
9287 42 0.28,
9359 25 0.87,
9411 13 0.42,
9488 39 0.46,
9550 12 0.79,
9603 13 0.73,
9617 15 0.18,
9632 23 0.27,
9719 5 0.37,
9765 24 0.24,
9780 49 0.69,
9838 3 0.26,
9842 40 0.68,
9884 40 0.16,
9925 37 0.25,
9991 46 0.61,
10049 8 0.52,
10114 31 0.65,
10138 2 0.04,
10170 12 0.8,
10222 25 0.37,
10274 28 0.48,
10304 18 0.74,
10358 37 0.05,
10412 1 0.28,
10497 36 0.72,
10566 36 0.05,
10647 30 0.91,
10677 16 0.12,
10738 40 0.58,
10761 7 0.01,
10778 29 0.09,
10805 26 0.82,
10821 11 0.57,
10878 41 0.39,
10896 13 0.64,
10934 35 0.61,
11009 31 0.47,
11075 6 0.24,
11154 3 0.93,
11227 20 0.88,
11312 9 0.66,
11367 1 0.12,
11384 19 0.25,
11426 7 0.62,
11439 6 0.89,
11492 21 0.21,
11572 15 0.58,
11586 35 0.82,
11675 3 0.19,
11682 47 0.87,
11711 23 0.11,
11767 2 0.54,
11789 26 0.67,
11864 30 0.75,
11895 1 0.93,
11952 34 0.88,
11970 18 0.76,
12034 38 0.14,
12051 34 0.02,
12061 12 0.1,
12061 44 0.22,
12096 43 0.45,
12152 39 0.94,
12169 47 0.67,
12255 40 0.31,
12263 48 0.14,
12263 0 0.61,
12322 0 0.21,
12322 16 0.68,
12376 19 0.07,
12423 27 0.38,
12458 16 0.34,
12542 45 0.4,
12581 42 0.94,
12586 17 0.02,
12628 7 0.91,
12681 10 0.5,
12692 37 0.68,
12764 30 0.61,
12806 3 0.06,
12810 1 0.4,
12817 27 0.83,
12856 45 0.83,
12897 38 0.64,
12977 4 0.57,
13035 12 0.31,
13049 42 0.39,
13131 43 0.8,
13148 13 0.16,
13181 35 0.18,
13222 40 0.97,
13224 43 0.44,
13293 22 0.2,
13337 24 0.89,
13404 20 0.8,
13416 8 0.38,
13482 32 0.15,
13489 15 0.22,
13571 25 0.24,
13611 31 0.85,
13670 9 0.47,
13685 33 0.5,
13746 34 0.59,
13776 42 0.39,
13789 34 0.21,
13847 8 0.44,
13916 11 0.43,
13986 0 0.44,
13992 29 0.79,
14028 15 0.43,
14050 1 0.68,
14122 41 0.53,
14128 10 0.42,
14185 46 0.61,
14192 4 0.41,
14266 19 0.39,
14338 20 0.69,
14427 22 0.52,
14488 19 0.62,
14571 26 0.25,
14640 43 0.74,
14670 35 0.65,
14692 7 0.47,
14731 5 0.56,
14753 48 0.23,
14834 30 0.59,
14908 12 0.1,
14982 2 0.92,
15058 42 0.23,
15101 49 0.73,
15175 32 0.88,
15219 44 0.84,
15271 26 0.51,
15286 43 0.18,
15368 5 0.99,
15415 31 0.87,
15455 39 0.3,
15481 44 0.41,
15531 19 0.51,
15619 8 0.8,
15659 21 0.1,
15705 48 0.85,
15732 27 0.41,
15800 37 0.01,
15850 44 0.17,
15896 13 0.73,
15923 36 0.85,
15946 8 0.94,
15989 30 0.5,
16070 13 0.61,
16085 40 0.75,
16091 35 0.84,
16094 18 0.32,
16101 9 0.5,
16111 35 0.84,
16140 29 0.07,
16217 34 0.86,
16252 49 0.39,
16252 11 0.81,
16320 42 0.11,
16357 14 0.91,
16403 34 0.23,
16449 28 0.37,
16513 5 0.59,
16576 28 0.6,
16657 4 0.63,
16729 36 0.35,
16792 30 0.48,
16862 7 0.29,
16896 1 0.39,
16970 15 0.29,
16999 6 0.64,
17000 5 0.68,
17083 28 0.24,
17106 39 0.72,
17135 3 0.77,
17144 33 0.07,
17156 30 0.03,
17161 7 0.38,
17187 28 0.53,
17215 38 0.61,
17224 10 0.65,
17233 13 0.43,
17321 32 0.87,
17392 42 0.35,
17431 12 0.94,
17495 13 0.56,
17564 14 0.81,
17610 41 0.45,
17637 1 0.69,
17698 34 0.78,
17769 10 0.28,
17830 4 0.2,
17889 47 0.8,
17932 36 0.26,
17941 45 0.92,
17970 39 0.51,
18042 43 0.45,
18064 25 0.87,
18115 36 0.78,
18140 2 0.43,
18144 37 0.05,
18218 49 0.81,
18298 36 0.32,
18339 5 0.33,
18365 43 0.4,
18420 4 0.79,
18441 7 0.9,
18461 28 0.14,
18465 30 0.44,
18529 3 0.25,
18609 11 0.48,
18644 4 0.21,
18657 46 0.44,
18672 14 0.58,
18687 11 0.98,
18717 29 0.75,
18760 23 0.52,
18771 13 0.85,
18836 11 0.11,
18861 6 0.46,
18870 11 0.66,
18900 11 0.34,
18914 18 0.15,
18961 9 0.43,
19026 33 0.44,
19039 13 0.31,
19110 40 0.65,
19161 47 0.04,
19175 28 0.89,
19264 25 0.68,
19347 44 0.43,
19401 6 0.05,
19404 36 0.86,
19460 32 0.49,
19460 25 0.75,
19479 2 0.27,
19528 44 0.45,
19575 37 0.31,
19620 9 0.8,
19675 8 0.23,
19735 42 0.91,
19807 21 0.92,
19822 14 0.29,
19873 16 0.77,
19953 19 0.61,
19987 22 0.41,
20067 23 0.94,
20101 28 1.0,
20148 38 0.37,
20187 9 0.66,
20188 29 0.24,
20214 24 0.91,
20219 9 0.64,
20257 27 0.12,
20309 25 0.99,
20336 12 0.14,
20359 44 0.63,
20373 30 0.25,
20404 6 0.36,
20413 48 0.33,
20436 3 0.58,
20474 2 0.39,
20491 14 0.61,
20546 24 0.36,
20576 35 0.04,
20598 32 0.61,
20673 15 0.52,
20755 7 0.29,
20777 16 0.92,
20806 32 0.87,
20822 16 0.98,
20871 12 0.62,
20902 4 0.69,
20905 39 0.35,
20933 37 0.15,
21004 19 1.0,
21008 9 0.04,
21051 10 0.67,
21067 28 0.77,
21099 22 0.48,
21142 33 0.82,
21189 1 0.83,
21245 47 0.22,
21325 1 0.19,
21342 31 0.93,
21401 31 0.14,
21464 29 0.06,
21543 42 0.27,
21559 38 0.25,
21568 12 0.71,
21602 0 0.52,
21609 12 0.43,
21656 36 0.56,
21708 12 0.05,
21723 41 0.76,
21738 15 0.35,
21753 18 0.7,
21771 27 0.15,
21798 14 0.3,
21814 36 0.1,
21833 14 0.08,
21874 1 0.75,
21912 1 0.09,
21962 25 0.75,
22009 48 0.8,
22058 33 0.7,
22132 13 0.62,
22198 17 0.02,
22215 47 0.5,
22274 4 0.23,
22301 45 0.09,
22380 25 0.1,
22417 38 0.13,
22431 3 0.51,
22450 40 0.78,
22539 13 0.03,
22586 42 0.64,
22627 12 0.15,
22697 9 0.22,
22779 38 0.55,
22834 47 0.63,
22861 44 0.54,
22896 42 0.73,
22930 14 0.15,
22946 25 0.53,
22989 41 0.27,
23076 0 0.56,
23104 17 0.05,
23116 18 0.27,
23125 33 0.86,
23145 3 0.43,
23204 7 0.02,
23229 18 0.48,
23273 29 0.82,
23346 27 0.19,
23377 25 0.32,
23404 48 0.74,
23441 15 0.12,
23525 5 0.51,
23579 28 0.81,
23655 14 0.51,
23690 47 0.81,
23717 25 0.69,
23760 2 0.15,
23788 20 0.56,
23814 49 0.85,
23890 22 0.6,
23961 34 0.77,
24007 12 0.99,
24065 30 0.21,
24118 36 0.85,
24161 35 0.17,
24166 48 0.94,
24167 41 0.25,
24237 41 0.34,
24241 20 0.08,
24324 21 0.39,
24382 49 0.63,
24407 39 0.12,
24460 1 0.02,
24518 36 0.17,
24576 29 0.53,
24639 2 0.84,
24666 44 0.8,
24709 38 0.81,
24758 36 0.78,
24835 41 0.28,
24836 4 0.49,
24850 22 0.49,
24888 32 0.9,
24917 17 0.13,
24934 5 0.92,
25016 42 0.53,
25076 35 0.99,
25156 33 0.38,
25211 46 0.36,
25230 33 0.69,
25289 2 0.92,
25294 44 0.85,
25350 18 0.85,
25425 13 0.68,
25470 11 0.52,
25523 45 0.03,
25592 10 0.7,
25656 7 0.81,
25728 22 0.77,
25751 42 0.22,
25840 43 0.94,
25842 12 0.99,
25920 39 0.31,
25997 48 0.49,
26057 33 0.02,
26118 20 0.75,
26189 6 0.57,
26256 10 0.12,
26333 44 0.77,
26363 46 1.0,
26438 10 0.61,
26512 27 0.09,
26549 35 0.52,
26634 5 0.77,
26637 24 0.86,
26645 21 0.7,
26668 21 0.39,
26699 24 0.29,
26732 7 0.54,
26779 37 0.09,
26860 21 0.3,
26903 27 0.92,
26955 33 0.92,
26962 12 0.9,
26970 0 0.61,
26994 21 0.65,
27077 12 0.52,
27109 23 0.91,
27132 34 0.25,
27147 23 0.13,
27158 5 0.44,
27189 25 0.85,
27276 3 0.15,
27329 19 0.12,
27355 28 0.01,
27376 28 0.33,
27397 38 0.05,
27451 3 0.44,
27472 25 0.79,
27489 46 0.92,
27548 9 0.25,
27589 5 0.48,
27638 44 0.27,
27706 20 0.12,
27787 16 0.49,
27801 30 0.47,
27865 3 0.92,
